248,10.04,23.008555489,30.78,1
253,9.88,22.9473895417,30.22,1
249,10.41,23.074980654,30.13,1
251,9.91,23.0508695491,29.71,1
248,9.76,23.0243719687,30.96,1
251,10.34,23.0908968134,29.71,1
246,9.88,22.9815988569,30.44,1
252,10.3,22.9524646622,30.18,1
248,9.87,23.0316610507,30.04,1
243,9.54,22.9996661426,30.61,1
248,10.55,23.0417086989,29.48,1
253,10.75,22.9803662721,29.93,1
250,10.2,23.0748023107,30.57,1
257,9.39,23.0480296499,30.85,1
253,10.13,23.0088453138,30.31,1
251,9.6,22.9980362017,31.34,1
257,8.37,23.0245070255,31.27,1
255,9.72,23.0033836838,30.13,1
250,10.24,23.1011083986,30.25,1
247,9.42,23.0516463193,31.12,1
248,10.22,22.9684025038,29.89,1
246,9.28,23.0468189864,31.51,1
247,10.87,23.0352434163,29.46,1
245,9.91,23.0895843891,29.99,1
251,9.81,23.0522174881,30.83,1
251,10.13,23.0105253824,29.5,1
249,9.86,22.9851755772,29.93,1
245,9.41,23.0637449179,30.38,1
245,8.8,23.1114263755,30.54,1
249,9.73,22.9806076649,31.28,1
247,8.93,23.1337657268,31.19,1
249,11.09,22.9962503435,30.08,1
252,9.6,22.9815720014,30.9,1
245,9.62,22.9435279489,30.72,1
255,10.17,23.0204239472,30.05,1
248,9.04,23.0270061312,30.72,1
254,10.54,23.0435452784,30.53,1
255,10.76,22.9887344253,29.21,1
247,10.5,22.945035292,30.4,1
250,9.88,22.9481285271,30.89,1
250,9.44,23.0662179029,30.65,1
249,9.56,22.9972495455,30.68,1
257,9.5,23.0634848668,31.28,1
249,9.79,23.0261887083,30.55,1
254,9.68,22.9733358049,31.32,1
251,9.81,23.0314026277,31.02,1
248,10.26,22.9707976385,29.48,1
252,10.32,22.9572478829,30.55,1
249,9.22,23.0389425561,30.6,1
253,9.89,23.0111934772,30.89,1
250,10.99,23.0006116505,28.85,1
254,9.64,22.9821139385,31,1
254,10.65,23.0138692458,30.2,1
248,10.03,23.1533727131,30.04,1
248,8.32,23.0528396642,31.42,1
250,10.13,23.072950427,30.09,1
249,9.75,22.9561250012,30.98,1
255,9.69,23.0814520915,30.92,1
247,11.04,23.0628867974,30.15,1
255,10.03,23.041854105,29.55,1
252,9.46,23.113120291,30.39,1
249,9.75,23.0498747834,30.5,1
250,11.24,23.066240523,28.64,1
252,8.42,23.0406145499,31.62,1
249,10.52,23.0096742952,30.59,1
253,8.98,23.1054381695,31.33,1
248,9.04,23.040570977,31.35,1
248,10.68,22.9625719087,30.17,1
249,9.52,22.9891598748,30.26,1
248,9.4,23.0180774161,31.27,1
244,9.92,22.9987637979,30.52,1
245,9.52,23.0434343592,30.9,1
245,9.27,22.9523269673,31.42,1
246,9.89,22.9498015042,30.53,1
247,9.05,23.0794334367,31.98,1
251,9.32,22.9765399207,30.48,1
245,9.82,23.0210589651,30.53,1
244,10.05,23.0618766944,30.21,1
253,9.13,22.987314779,31.76,1
250,9.91,23.0464867063,30.23,1
252,9.76,23.1175487062,30.05,1
251,8.95,22.9729066986,31.43,1
250,9.5,22.9969090793,31.16,1
253,9.88,23.0645122738,30.57,1
253,10.71,23.0038975043,29.47,1
251,9.78,23.0250655299,30.3,1
249,10.07,23.0479158524,30.1,1
251,8.2,22.8961508442,31.74,1
247,8.92,23.0546718246,31.46,1
250,10.67,23.1125255696,30,1
255,10.97,23.0743422592,29.22,1
243,8.45,23.0792652166,31.94,1
251,9.93,23.0791797631,31.21,1
250,8.85,23.0615559767,31.02,1
251,10.68,22.9778887219,30.45,1
